,name,year,genre,imdb,meta,gross,runtime
1770,Friends with Money,2006,Comedy,5.8,68,13.37,88
1771,A Guide to Recognizing Your Saints,2006,Crime,7.0,67,0.52,100
1772,American Dreamz,2006,Comedy,5.5,45,7.19,107
1773,Take the Lead,2006,Drama,6.7,55,34.74,118
1774,The Good German,2006,Drama,6.1,49,1.31,105
1775,Amazing Grace,2006,Biography,7.5,65,21.21,118
1776,Black Christmas,2006,Horror,4.6,22,16.24,84
1777,All the King's Men,2006,Drama,6.2,37,7.22,128
1778,Fast Food Nation,2006,Comedy,6.3,64,1.0,116
1779,Alex Rider: Operation Stormbreaker,2006,Action,5.1,42,0.65,93
1780,The Wild,2006,Animation,5.3,47,37.38,94
1781,Let's Go to Prison,2006,Comedy,6.0,27,4.61,84
1782,Catch and Release,2006,Comedy,6.0,43,15.27,124
1783,The Astronaut Farmer,2006,Adventure,6.3,55,11.0,104
1784,Running with Scissors,2006,Comedy,6.2,52,6.75,116
1785,Van Wilder 2: The Rise of Taj,2006,Comedy,4.8,21,4.26,97
1786,Breaking and Entering,2006,Crime,6.5,56,0.93,120
1787,A Prairie Home Companion,2006,Comedy,6.8,75,20.34,105
1788,Material Girls,2006,Comedy,3.9,17,11.44,98
1789,Away from Her,2006,Drama,7.6,88,4.57,110
1790,Deck the Halls,2006,Comedy,4.9,28,35.09,93
1791,Starter for 10,2006,Comedy,6.7,69,0.21,92
1792,Factory Girl,2006,Biography,6.4,45,1.66,90
1793,Behind the Mask: The Rise of Leslie Vernon,2006,Comedy,6.8,66,0.07,92
1794,Annapolis,2006,Drama,5.8,37,17.13,108
1795,The History Boys,2006,Comedy,6.9,74,2.71,109
1796,Lonely Hearts,2006,Crime,6.5,60,0.19,108
1797,The Namesake,2006,Drama,7.5,82,8.66,122
1798,Zoom,2006,Action,4.3,26,11.63,83
1799,Akeelah and the Bee,2006,Drama,7.4,72,18.81,112
1800,The Shaggy Dog,2006,Comedy,4.4,43,61.12,98
1801,"OSS 117: Cairo, Nest of Spies",2006,Action,7.1,62,0.3,99
1802,The Ultimate Gift,2006,Drama,7.4,49,3.44,114
1803,The Ex,2006,Comedy,5.5,32,3.09,89
1804,Art School Confidential,2006,Comedy,6.3,54,3.3,102
1805,Infamous,2006,Biography,7.1,68,1.15,110
1806,The Hoax,2006,Comedy,6.7,70,7.16,116
1807,Taxidermia,2006,Comedy,7.0,83,0.01,91
1808,Renaissance,2006,Animation,6.7,57,0.06,105
1809,Freedomland,2006,Crime,5.1,43,12.51,113
1810,Fur: An Imaginary Portrait of Diane Arbus,2006,Biography,6.5,50,0.22,122
1811,Facing the Giants,2006,Drama,6.7,38,10.18,111
1812,Curious George,2006,Animation,6.5,62,58.64,87
1813,The Night Listener,2006,Crime,5.9,51,7.83,91
1814,The Dead Girl,2006,Crime,6.7,65,0.02,85
1815,10 Items or Less,2006,Comedy,6.6,54,0.08,82
1816,Days of Glory,2006,Drama,7.1,82,0.32,120
1817,For Your Consideration,2006,Comedy,6.3,68,5.54,86
1818,The Unknown Woman,2006,Drama,7.5,56,0.02,118
1819,Skinwalkers,2006,Action,4.6,33,1.02,110
1820,Copying Beethoven,2006,Biography,6.8,59,0.35,104
1821,Right at Your Door,2006,Drama,6.1,57,0.06,96
1822,The Abandoned,2006,Horror,5.6,42,1.26,99
1823,Something New,2006,Comedy,6.7,64,11.43,99
1824,Venus,2006,Comedy,7.1,82,3.34,95
1825,Who Killed the Electric Car?,2006,Documentary,7.7,70,1.68,92
1826,Cocaine Cowboys,2006,Documentary,7.9,59,0.15,118
1827,Snow Cake,2006,Drama,7.6,54,0.03,112
1828,Red Road,2006,Drama,6.8,73,0.15,113
1829,The Return,2006,Horror,4.8,38,7.75,85
1830,Sherrybaby,2006,Drama,6.6,66,0.2,96
1831,Shi gan,2006,Drama,7.2,73,0.01,97
1832,The Road to Guantanamo,2006,Documentary,7.5,64,0.32,95
1833,Outsourced,2006,Comedy,7.0,70,0.16,103
1834,The Foot Fist Way,2006,Comedy,6.3,63,0.23,85
1835,The Bridge,2006,Documentary,7.3,58,0.18,94
1836,Driving Lessons,2006,Comedy,6.8,56,0.24,98
1837,Direktøren for det hele,2006,Comedy,6.7,71,0.05,99
1838,ATL,2006,Comedy,6.1,63,21.16,105
1839,Bella,2006,Drama,7.3,47,8.11,91
1840,Home of the Brave,2006,Action,5.6,42,0.05,106
1841,Madea's Family Reunion,2006,Comedy,5.1,45,63.26,107
1842,Iklimler,2006,Drama,7.3,72,0.12,101
1843,Catch a Fire,2006,Biography,6.7,62,4.29,101
1844,Unaccompanied Minors,2006,Adventure,5.2,43,16.65,90
1845,Happily N'Ever After,2006,Animation,4.5,28,15.59,87
1846,Larry the Cable Guy: Health Inspector,2006,Comedy,3.2,21,15.66,89
1847,Deliver Us from Evil,2006,Documentary,8.0,86,30.58,101
1848,The Nativity Story,2006,Drama,6.8,52,37.63,101
1849,The Valet,2006,Comedy,6.6,68,2.27,85
1850,Waist Deep,2006,Action,5.9,37,21.32,97
1851,Crossover,2006,Action,2.1,30,7.01,95
1852,Ask the Dust,2006,Drama,5.8,58,0.74,117
1853,Reprise,2006,Drama,7.4,79,0.55,105
1854,Phat Girlz,2006,Comedy,3.1,36,7.06,99
1855,Another Gay Movie,2006,Comedy,5.0,37,0.65,92
1856,The Last Winter,2006,Horror,5.6,69,0.03,101
1857,Fong juk,2006,Action,7.3,73,0.05,110
1858,Mini's First Time,2006,Comedy,5.8,45,0.05,91
1859,Beer League,2006,Comedy,6.0,40,0.48,86
1860,Jaan-E-Mann: Let's Fall in Love... Again,2006,Drama,6.4,40,0.51,165
1861,Hoot,2006,Adventure,5.6,46,8.08,91
1862,Everyone's Hero,2006,Animation,5.8,51,14.52,87
1863,Obsluhoval jsem anglického krále,2006,Comedy,7.4,72,0.62,113
1864,Flicka,2006,Adventure,6.2,57,21.0,95
1865,Offside,2006,Comedy,7.3,85,0.18,93
1866,Death of a President,2006,Crime,6.3,49,0.52,97
1867,La tourneuse de pages,2006,Drama,7.1,67,0.21,85
1868,Gray Matters,2006,Comedy,5.8,31,0.06,96
1869,12:08 East of Bucharest,2006,Comedy,7.4,77,0.09,89
1870,One Night with the King,2006,Biography,6.3,38,13.4,123
1871,Jindabyne,2006,Crime,6.3,65,0.4,123
1872,10th & Wolf,2006,Crime,6.4,36,0.05,107
1873,Mon meilleur ami,2006,Comedy,6.7,65,1.42,94
1874,Lights in the Dusk,2006,Crime,6.9,57,0.01,78
1875,The Oh in Ohio,2006,Comedy,5.6,48,0.42,88
1876,Delirious,2006,Comedy,6.5,68,0.09,107
1877,O Ano em Que Meus Pais Saíram de Férias,2006,Drama,7.4,67,0.76,110
1878,Grbavica,2006,Drama,7.3,71,0.04,107
1879,Old Joy,2006,Drama,6.7,84,0.26,76
1880,The TV Set,2006,Comedy,6.6,65,0.27,88
1881,Requiem,2006,Drama,7.0,82,0.01,93
1882,Boy Culture,2006,Drama,6.8,56,0.22,88
1883,Still Life,2006,Drama,7.3,81,0.07,111
1884,Triad Election,2006,Crime,7.4,83,0.05,93
1885,The Bubble,2006,Comedy,7.2,61,0.16,117
1886,Special,2006,Comedy,6.9,57,0.01,81
1887,The U.S. vs. John Lennon,2006,Documentary,7.4,64,1.1,99
1888,Idlewild,2006,Crime,6.3,55,12.55,121
1889,No Country for Old Men,2007,Crime,8.1,91,74.28,122
1890,I Am Legend,2007,Drama,7.2,65,256.39,101
1891,The Bourne Ultimatum,2007,Action,8.0,85,227.47,115
1892,Ratatouille,2007,Animation,8.0,96,206.45,111
1893,Transformers,2007,Action,7.1,61,319.07,144
1894,Pirates of the Caribbean: At World's End,2007,Action,7.1,50,309.42,169
1895,Into the Wild,2007,Adventure,8.1,73,18.35,148
1896,Superbad,2007,Comedy,7.6,76,121.46,113
1897,Juno,2007,Comedy,7.5,81,143.5,96
1898,There Will Be Blood,2007,Drama,8.2,93,40.22,158
1899,Spider-Man 3,2007,Action,6.2,59,336.53,139
1900,Harry Potter and the Order of the Phoenix,2007,Adventure,7.5,71,292.0,138
1901,Hot Fuzz,2007,Action,7.9,81,23.64,121
1902,Zodiac,2007,Crime,7.7,78,33.08,157
1903,Live Free or Die Hard,2007,Action,7.1,69,134.53,128
1904,American Gangster,2007,Biography,7.8,76,130.16,157
1905,Knocked Up,2007,Comedy,7.0,85,148.73,129
1906,Sweeney Todd: The Demon Barber of Fleet Street,2007,Drama,7.4,83,52.9,116
1907,Ocean's Thirteen,2007,Crime,6.9,62,117.15,122
1908,Shooter,2007,Action,7.2,53,47.0,124
1909,The Simpsons Movie,2007,Animation,7.3,80,183.14,87
1910,3:10 to Yuma,2007,Action,7.7,76,53.61,122
1911,The Mist,2007,Horror,7.2,58,25.59,126
1912,Shrek the Third,2007,Animation,6.1,58,320.71,93
1913,28 Weeks Later,2007,Drama,7.0,78,28.64,100
1914,1408,2007,Drama,6.8,64,71.99,104
1915,Stardust,2007,Adventure,7.7,66,38.63,127
1916,Fantastic Four: Rise of the Silver Surfer,2007,Action,5.6,45,131.92,92
1917,Gone Baby Gone,2007,Crime,7.7,72,20.3,114
1918,Atonement,2007,Drama,7.8,85,50.93,123
1919,Sunshine,2007,Adventure,7.3,64,3.68,107
1920,Eastern Promises,2007,Crime,7.7,82,17.11,100
1921,The Bucket List,2007,Adventure,7.4,42,93.47,97
1922,Ghost Rider,2007,Action,5.2,35,115.8,114
1923,Paranormal Activity,2007,Horror,6.3,68,107.92,86
1924,Disturbia,2007,Crime,6.9,62,80.21,105
1925,National Treasure: Book of Secrets,2007,Action,6.5,48,219.96,124
1926,P.S. I Love You,2007,Drama,7.1,39,53.7,126
1927,Resident Evil: Extinction,2007,Action,6.3,41,50.65,94
1928,Grindhouse,2007,Action,7.6,77,25.03,191
1929,Fracture,2007,Crime,7.2,68,39.02,113
1930,The Golden Compass,2007,Adventure,6.1,51,70.11,113
1931,The Darjeeling Limited,2007,Adventure,7.2,67,11.9,91
1932,Enchanted,2007,Animation,7.1,75,127.81,107
1933,The Assassination of Jesse James by the Coward Robert Ford,2007,Biography,7.5,68,3.9,160
1934,30 Days of Night,2007,Action,6.6,53,39.57,113
1935,Beowulf,2007,Animation,6.2,59,82.16,115
1936,Hitman,2007,Action,6.3,35,39.69,100
1937,Michael Clayton,2007,Crime,7.3,82,49.03,119
1938,Blades of Glory,2007,Comedy,6.3,64,118.59,93
1939,Rush Hour 3,2007,Action,6.2,44,140.13,91
1940,Shoot 'Em Up,2007,Action,6.7,49,12.81,86
1941,Next,2007,Action,6.2,42,18.21,96
1942,The Orphanage,2007,Drama,7.5,74,7.16,105
1943,Mr. Brooks,2007,Crime,7.3,45,28.48,120
1944,I Now Pronounce You Chuck & Larry,2007,Comedy,6.0,37,120.06,115
1945,Lars and the Real Girl,2007,Comedy,7.3,70,5.97,106
1946,Bridge to Terabithia,2007,Adventure,7.2,74,82.27,96
1947,Saw IV,2007,Crime,5.9,36,63.3,93
1948,Evan Almighty,2007,Comedy,5.4,37,100.46,96
1949,Bee Movie,2007,Animation,6.1,54,126.63,91
1950,Hairspray,2007,Comedy,6.7,81,118.87,117
1951,The Kingdom,2007,Action,7.0,56,47.54,110
1952,Wild Hogs,2007,Adventure,5.9,27,168.27,100
1953,Aliens vs. Predator: Requiem,2007,Action,4.7,29,41.8,94
1954,Mr. Bean's Holiday,2007,Comedy,6.4,56,33.3,90
1955,Once,2007,Drama,7.9,88,9.44,86
1956,Halloween,2007,Fantasy,6.1,47,58.27,109
1957,Death at a Funeral,2007,Comedy,7.4,67,8.58,90
1958,Across the Universe,2007,Drama,7.4,56,24.34,133
1959,Charlie Wilson's War,2007,Biography,7.1,69,66.66,102
1960,August Rush,2007,Drama,7.5,38,31.66,114
1961,The Diving Bell and the Butterfly,2007,Biography,8.0,92,5.99,112
1962,Epic Movie,2007,Adventure,2.4,17,39.74,86
1963,Hannibal Rising,2007,Adventure,6.2,35,27.67,121
1964,Dan in Real Life,2007,Comedy,6.8,65,47.64,98
1965,Elite Squad,2007,Action,8.1,33,0.01,115
1966,Music and Lyrics,2007,Comedy,6.5,59,50.57,96
1967,Before the Devil Knows You're Dead,2007,Crime,7.3,84,7.08,117
1968,Reign Over Me,2007,Drama,7.5,61,19.66,124
1969,Vacancy,2007,Crime,6.2,54,19.36,85
1970,Funny Games,2007,Crime,6.5,44,1.29,111
1971,Persepolis,2007,Animation,8.1,90,4.44,96
1972,Good Luck Chuck,2007,Comedy,5.6,19,34.93,96
1973,War,2007,Action,6.3,36,22.49,103
1974,Hostel: Part II,2007,Crime,5.5,46,17.61,94
1975,The Heartbreak Kid,2007,Comedy,5.8,46,36.79,116
1976,We Own the Night,2007,Crime,6.9,59,28.56,117
1977,Meet the Robinsons,2007,Animation,6.9,61,97.82,95
1978,Dead Silence,2007,Horror,6.2,34,16.81,89
1979,La Vie en Rose,2007,Biography,7.6,66,10.3,140
1980,The Kite Runner,2007,Drama,7.6,61,15.8,128
1981,Sicko,2007,Documentary,8.0,74,24.54,123
1982,88 Minutes,2007,Crime,5.9,17,16.93,108
1983,The Invasion,2007,Sci-Fi,5.9,45,15.07,99
1984,Awake,2007,Crime,6.5,33,14.38,84
1985,Hot Rod,2007,Comedy,6.7,43,13.92,88
1986,Premonition,2007,Drama,5.9,29,47.85,96
1987,Alvin and the Chipmunks,2007,Animation,5.2,39,217.33,92
1988,No Reservations,2007,Comedy,6.3,50,43.11,104
1989,Death Sentence,2007,Action,6.8,36,9.53,105
1990,Chak de! India,2007,Drama,8.2,68,1.11,153
1991,In the Valley of Elah,2007,Crime,7.2,65,6.78,121
1992,"Run, Fat Boy, Run",2007,Comedy,6.6,48,6.0,100
1993,Walk Hard: The Dewey Cox Story,2007,Comedy,6.8,63,18.32,96
1994,Norbit,2007,Comedy,4.0,27,95.67,102
1995,Surf's Up,2007,Animation,6.7,64,58.87,85
1996,Elizabeth: The Golden Age,2007,Biography,6.9,45,16.29,114
1997,Freedom Writers,2007,Biography,7.6,64,36.61,123
1998,Charlie Bartlett,2007,Comedy,7.0,54,3.95,97
1999,TMNT,2007,Animation,6.3,41,54.15,103
2000,Control,2007,Biography,7.7,78,0.87,122
2001,The Hills Have Eyes II,2007,Action,5.1,32,20.8,89
2002,Breach,2007,Biography,7.0,74,33.23,110
2003,The Brave One,2007,Action,6.8,56,36.79,122
2004,The Lookout,2007,Crime,7.0,73,4.6,99
2005,Becoming Jane,2007,Biography,7.1,55,18.67,120
2006,I'm Not There,2007,Biography,7.0,73,4.02,135
2007,The Nanny Diaries,2007,Comedy,6.2,46,25.93,105
2008,The Great Debaters,2007,Biography,7.6,65,30.23,126
2009,The Game Plan,2007,Comedy,6.2,44,90.65,110
2010,Rendition,2007,Drama,6.8,55,9.74,122
2011,Los cronocrímenes,2007,Horror,7.2,68,0.04,92
2012,"4 Months, 3 Weeks and 2 Days",2007,Drama,7.9,97,1.19,113
2013,My Blueberry Nights,2007,Drama,6.7,52,0.87,95
2014,The Condemned,2007,Action,6.1,23,0.0,113
2015,Cassandra's Dream,2007,Crime,6.7,49,0.97,108
2016,Lions for Lambs,2007,Drama,6.2,47,15.0,92
2017,Diary of the Dead,2007,Fantasy,5.7,66,0.96,95
2018,Sydney White,2007,Comedy,6.3,45,11.89,108
2019,Perfect Stranger,2007,Crime,5.7,31,23.98,109
2020,In the Name of the King: A Dungeon Siege Tale,2007,Action,3.8,15,4.54,127
2021,Mongol: The Rise of Genghis Khan,2007,Action,7.3,74,5.7,126
2022,Waitress,2007,Comedy,7.0,75,19.07,108
2023,The Counterfeiters,2007,Crime,7.6,78,5.48,99
2024,Pathfinder,2007,Action,5.4,29,10.23,99
2025,The Reaping,2007,Horror,5.7,36,25.12,99
2026,Mr. Magorium's Wonder Emporium,2007,Comedy,6.2,48,32.06,93
2027,The Visitor,2007,Drama,7.7,79,9.42,104
2028,Teeth,2007,Comedy,5.4,57,0.35,94
2029,Balls of Fury,2007,Comedy,5.3,38,32.84,90
2030,The Hitcher,2007,Crime,5.6,28,16.47,84
2031,Fred Claus,2007,Comedy,5.6,42,72.01,116
2032,The Messengers,2007,Horror,5.4,34,35.37,90
2033,License to Wed,2007,Comedy,5.3,25,43.8,91
2034,Boy A,2007,Drama,7.6,75,0.11,102
2035,Because I Said So,2007,Comedy,5.6,26,42.67,102
2036,The Water Horse,2007,Adventure,6.5,71,40.41,112
2037,"Lust, Caution",2007,Drama,7.6,61,4.6,157
2038,The Savages,2007,Comedy,7.2,85,6.61,113
2039,Mr. Woodcock,2007,Comedy,5.2,41,25.63,87
2040,The Invisible,2007,Crime,6.3,36,20.57,102
2041,The King of Kong: A Fistful of Quarters,2007,Documentary,8.1,83,0.68,79
2042,The Air I Breathe,2007,Crime,6.9,37,0.03,95
2043,The Last Legion,2007,Action,5.4,37,5.93,101
2044,The Nines,2007,Drama,6.4,52,0.06,100
2045,In the Land of Women,2007,Comedy,6.5,47,11.04,97
2046,Son of Rambow,2007,Action,7.0,66,1.78,96
2047,P2,2007,Crime,5.9,37,3.99,98
2048,2 Days in Paris,2007,Comedy,6.8,67,4.43,96
2049,Sleuth,2007,Crime,6.5,49,0.34,88
2050,The Edge of Heaven,2007,Drama,7.8,85,0.74,122
2051,Paranoid Park,2007,Crime,6.7,83,0.49,85
2052,Things We Lost in the Fire,2007,Drama,7.2,63,3.29,118
2053,A Mighty Heart,2007,Biography,6.7,74,9.18,108
2054,Reno 911!: Miami,2007,Comedy,6.0,47,20.34,84
2055,The Warlords,2007,Action,7.1,70,0.13,126
2056,I Know Who Killed Me,2007,Crime,3.6,16,7.5,105
2057,The Jane Austen Book Club,2007,Comedy,6.8,61,3.57,106
2058,The Hunting Party,2007,Adventure,6.8,54,0.97,101
2059,Georgia Rule,2007,Comedy,5.9,25,18.88,113
2060,My Name Is Bruce,2007,Comedy,6.3,36,0.17,84
2061,Dragon Wars: D-War,2007,Action,3.6,33,10.98,90
2062,Captivity,2007,Crime,4.7,24,2.63,96
2063,Flawless,2007,Crime,6.8,57,1.2,108
2064,Postal,2007,Action,4.5,22,18.01,100
2065,King of California,2007,Comedy,6.7,63,0.26,93
2066,Love in the Time of Cholera,2007,Drama,6.4,43,4.61,139
2067,Stomp the Yard,2007,Drama,5.3,44,61.36,109
2068,Reservation Road,2007,Crime,6.7,46,0.12,102
2069,Wind Chill,2007,Drama,5.9,52,0.02,91
2070,Eagle vs Shark,2007,Comedy,6.8,55,0.22,88
2071,The Last Mimzy,2007,Drama,6.3,59,21.47,90
2072,Guru,2007,Biography,7.8,70,2.09,166
2073,Resurrecting the Champ,2007,Drama,6.7,55,3.17,112
2074,The Signal,2007,Horror,6.1,63,0.6,103
2075,Lucky You,2007,Drama,5.9,49,5.76,124
2076,Shelter,2007,Drama,7.8,66,0.14,97
2077,Martian Child,2007,Comedy,6.8,48,7.49,106
2078,Meet Bill,2007,Comedy,6.3,30,0.06,93
2079,Margot at the Wedding,2007,Comedy,6.1,66,1.96,91
2080,Underdog,2007,Action,4.8,37,43.75,84
2081,Nancy Drew,2007,Comedy,5.9,53,25.61,99
2082,Are We Done Yet?,2007,Comedy,4.1,36,49.63,92
2083,You Kill Me,2007,Comedy,6.5,64,2.43,93
2084,Bratz,2007,Comedy,3.0,21,10.01,110
2085,Blood and Chocolate,2007,Drama,5.5,33,3.53,98
2086,Trade,2007,Crime,7.4,42,0.21,120
2087,Encounters at the End of the World,2007,Documentary,7.8,80,0.94,99
2088,The Ten,2007,Comedy,5.1,50,0.77,96
2089,I Think I Love My Wife,2007,Comedy,5.5,49,12.55,90
2090,Smiley Face,2007,Comedy,5.8,71,0.01,85
2091,Feast of Love,2007,Drama,6.7,51,3.5,97
2092,Cidade dos Homens,2007,Crime,7.2,63,0.31,106
2093,Who's Your Caddy?,2007,Comedy,2.1,18,5.69,93
2094,Katyn,2007,Drama,7.1,81,0.12,121
2095,Daddy Day Camp,2007,Comedy,3.0,13,13.24,93
2096,The Seeker: The Dark Is Rising,2007,Adventure,4.8,38,8.79,99
2097,Sukiyaki Western Django,2007,Action,6.2,55,0.05,121
2098,Earth,2007,Documentary,8.0,72,38.05,90
2099,Battle in Seattle,2007,Action,6.7,54,0.22,98
2100,Taxi to the Dark Side,2007,Documentary,7.5,82,0.27,106
2101,12,2007,Crime,7.7,72,0.13,159
2102,The Life Before Her Eyes,2007,Drama,6.4,38,0.3,90
2103,Interview,2007,Drama,6.8,64,0.42,84
2104,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,Animation,6.9,54,5.52,86
2105,"You, the Living",2007,Comedy,7.5,81,0.02,95
2106,Evening,2007,Drama,6.5,45,12.41,117
2107,Rocket Science,2007,Comedy,6.7,73,0.71,101
2108,Youth Without Youth,2007,Drama,6.3,43,0.24,124
2109,XXY,2007,Drama,7.1,67,0.05,86
2110,Primeval,2007,Action,4.8,35,10.6,93
2111,Bikur Ha-Tizmoret,2007,Comedy,7.6,80,3.05,87
2112,Hallam Foe,2007,Drama,7.0,62,0.06,95
2113,Snow Angels,2007,Drama,6.9,67,0.4,107
2114,Dou foh sin,2007,Action,6.8,38,0.0,88
2115,Why Did I Get Married?,2007,Comedy,5.8,54,55.18,113
2116,Caramel,2007,Comedy,7.1,70,1.06,95
2117,Joshua,2007,Drama,5.9,69,0.48,106
2118,December Boys,2007,Drama,6.6,56,0.05,105
2119,Towelhead,2007,Drama,7.0,57,0.37,124
2120,Battle for Terra,2007,Animation,6.6,54,1.65,85
2121,Code Name: The Cleaner,2007,Action,4.5,33,8.1,84
2122,The Comebacks,2007,Comedy,4.2,25,13.35,84
2123,Silk,2007,Drama,5.9,39,1.1,107
2124,Sex and Death 101,2007,Comedy,6.0,24,0.02,117
2125,Delta Farce,2007,Action,3.5,17,8.07,90
2126,The Brothers Solomon,2007,Comedy,5.3,32,0.9,93
2127,Savage Grace,2007,Drama,5.9,51,0.43,97
2128,The Babysitters,2007,Drama,5.7,35,0.04,88
2129,Chapter 27,2007,Biography,5.7,32,0.06,84
2130,Redacted,2007,Crime,6.1,52,0.07,90
2131,Then She Found Me,2007,Comedy,6.0,56,3.74,100
2132,Death Defying Acts,2007,Drama,5.8,48,0.0,97
2133,Shotgun Stories,2007,Drama,7.3,76,0.05,92
2134,Talk to Me,2007,Biography,7.4,69,4.47,118
2135,Stuck,2007,Biography,6.5,61,0.07,85
2136,Grace Is Gone,2007,Drama,6.8,65,0.05,85
2137,Married Life,2007,Crime,6.3,65,1.51,91
2138,Anamorph,2007,Crime,5.5,43,0.01,107
2139,Mother of Tears,2007,Drama,5.1,52,0.06,102
2140,Love Songs,2007,Drama,7.2,70,0.1,91
2141,Redline,2007,Action,4.0,24,6.88,95
2142,The Good Night,2007,Comedy,5.8,49,0.02,93
2143,Naissance des pieuvres,2007,Drama,6.7,65,0.08,85
2144,No End in Sight,2007,Documentary,8.3,89,1.43,102
2145,In Search of a Midnight Kiss,2007,Comedy,7.2,64,0.17,90
2146,This Christmas,2007,Comedy,6.3,63,49.12,117
2147,The Tracey Fragments,2007,Drama,6.2,54,0.03,77
2148,Mutluluk,2007,Drama,7.6,71,0.04,105
2149,Battle for Haditha,2007,Drama,7.0,65,0.01,97
2150,Irina Palm,2007,Drama,7.2,55,0.04,103
2151,Mister Lonely,2007,Comedy,6.4,53,0.17,112
2152,Saawariya,2007,Drama,5.4,44,0.89,142
2153,Daddy's Little Girls,2007,Drama,5.6,49,31.34,100
2154,Kickin' It Old Skool,2007,Comedy,4.6,18,4.5,108
2155,Dedication,2007,Comedy,6.8,50,0.09,95
2156,San taam,2007,Crime,7.2,68,0.0,89
2157,The Secret of the Grain,2007,Drama,7.4,83,0.09,151
2158,Under the Same Moon,2007,Adventure,7.4,59,12.59,106
2159,In the Shadow of the Moon,2007,Documentary,8.1,84,1.13,100
2160,Pride,2007,Drama,5.9,55,7.04,104
2161,Broken English,2007,Comedy,6.4,61,0.96,93
2162,Year of the Dog,2007,Comedy,6.1,70,1.54,97
2163,How to Rob a Bank (and 10 Tips to Actually Get Away with It),2007,Comedy,6.1,27,0.0,81
2164,The Hammer,2007,Comedy,7.3,57,0.44,88
2165,Mio fratello è figlio unico,2007,Comedy,7.1,71,0.25,108
2166,Hounddog,2007,Drama,6.3,31,0.13,102
2167,Molière,2007,Biography,7.2,59,0.63,120
2168,Nobel Son,2007,Comedy,6.3,28,0.54,110
2169,The 11th Hour,2007,Documentary,7.3,63,0.7,95
2170,Music Within,2007,Biography,7.3,53,0.15,94
2171,Silent Light,2007,Drama,7.3,79,0.05,136
2172,The Dark Knight,2008,Action,9.0,84,534.86,152
2173,WALL·E,2008,Animation,8.4,95,223.81,98
2174,Iron Man,2008,Action,7.9,79,318.41,126
2175,Slumdog Millionaire,2008,Drama,8.0,86,141.32,120
2176,Gran Torino,2008,Drama,8.1,72,148.1,116
2177,Taken,2008,Action,7.8,51,145.0,94
2178,The Curious Case of Benjamin Button,2008,Drama,7.8,70,127.51,166
2179,Hancock,2008,Action,6.4,49,227.95,92
2180,The Incredible Hulk,2008,Action,6.7,61,134.52,112
2181,Twilight,2008,Drama,5.2,56,191.47,122
2182,The Hurt Locker,2008,Drama,7.6,94,17.02,131
2183,Indiana Jones and the Kingdom of the Crystal Skull,2008,Action,6.2,65,317.1,122
2184,Kung Fu Panda,2008,Animation,7.6,73,215.43,92
2185,Quantum of Solace,2008,Action,6.6,58,168.37,106
2186,In Bruges,2008,Comedy,7.9,67,7.76,107
2187,Tropic Thunder,2008,Action,7.0,71,110.52,107
2188,Cloverfield,2008,Action,7.0,64,80.05,85
2189,Wanted,2008,Action,6.7,64,134.51,110
2190,Yes Man,2008,Comedy,6.8,46,97.69,104
2191,Pineapple Express,2008,Action,7.0,64,87.34,111
2192,Burn After Reading,2008,Comedy,7.0,63,60.36,96
2193,The Wrestler,2008,Drama,7.9,81,26.24,109
2194,Jumper,2008,Action,6.1,35,80.17,88
2195,Seven Pounds,2008,Drama,7.6,36,69.95,123
2196,Forgetting Sarah Marshall,2008,Comedy,7.2,67,63.17,111
2197,Step Brothers,2008,Comedy,6.9,51,100.47,98
2198,Hellboy II: The Golden Army,2008,Action,7.0,78,75.75,120
2199,Vicky Cristina Barcelona,2008,Comedy,7.1,70,23.22,96
2200,Changeling,2008,Biography,7.7,63,35.74,141
2201,RocknRolla,2008,Action,7.3,53,5.69,114
2202,The Reader,2008,Drama,7.6,58,34.19,124
2203,21,2008,Crime,6.8,48,81.16,123
2204,Valkyrie,2008,Drama,7.1,56,83.08,121
2205,Role Models,2008,Comedy,6.8,61,67.29,99
2206,Rambo,2008,Action,7.0,46,42.75,92
2207,Body of Lies,2008,Action,7.1,57,39.39,128
2208,Let the Right One In,2008,Drama,7.9,82,2.12,114
2209,Mamma Mia!,2008,Comedy,6.4,51,144.13,108
2210,Get Smart,2008,Action,6.5,54,130.32,110
2211,Death Race,2008,Action,6.4,43,36.32,105
2212,The Happening,2008,Mystery,5.0,34,64.51,91
2213,Madagascar: Escape 2 Africa,2008,Animation,6.7,61,180.01,89
2214,The Chronicles of Narnia: Prince Caspian,2008,Action,6.5,62,141.62,150
2215,Revolutionary Road,2008,Drama,7.3,69,22.91,119
2216,You Don't Mess with the Zohan,2008,Comedy,5.5,54,100.02,113
2217,Bolt,2008,Animation,6.9,67,114.05,96
2218,The Boy in the Striped Pajamas,2008,Drama,7.8,55,9.03,94
2219,Eagle Eye,2008,Action,6.6,43,101.11,118
2220,The Bank Job,2008,Crime,7.2,69,30.03,111
2221,Zack and Miri Make a Porno,2008,Comedy,6.6,56,31.46,101
2222,What Happens in Vegas,2008,Comedy,6.1,36,80.28,99
