,name,year,genre,imdb,meta,gross,runtime
3758,Escape from Tomorrow,2013,Drama,5.2,58,0.17,90
3759,Hell Baby,2013,Comedy,4.9,41,0.0,98
3760,Baggage Claim,2013,Comedy,5.1,34,21.56,96
3761,Al midan,2013,Documentary,8.1,84,0.12,95
3762,CBGB,2013,Drama,6.6,30,0.04,102
3763,Kevin Hart: Let Me Explain,2013,Documentary,6.8,53,32.24,75
3764,Gimme Shelter,2013,Drama,6.5,37,1.36,101
3765,Gloria,2013,Comedy,6.8,83,2.11,110
3766,Hammer of the Gods,2013,Action,4.5,44,0.0,99
3767,Crystal Fairy y el cactus mágico,2013,Adventure,5.8,67,0.19,98
3768,Interstellar,2014,Adventure,8.6,74,188.02,169
3769,Guardians of the Galaxy,2014,Action,8.1,76,333.18,121
3770,Gone Girl,2014,Drama,8.1,79,167.77,149
3771,Captain America: The Winter Soldier,2014,Action,7.8,70,259.77,136
3772,The Grand Budapest Hotel,2014,Adventure,8.1,88,59.1,99
3773,The Imitation Game,2014,Biography,8.0,73,91.13,114
3774,X-Men: Days of Future Past,2014,Action,8.0,75,233.92,132
3775,Whiplash,2014,Drama,8.5,88,13.09,106
3776,Edge of Tomorrow,2014,Action,7.9,71,100.21,113
3777,Kingsman: The Secret Service,2014,Action,7.7,60,128.26,129
3778,Birdman or (The Unexpected Virtue of Ignorance),2014,Comedy,7.7,88,42.34,119
3779,The Hobbit: The Battle of the Five Armies,2014,Adventure,7.4,59,255.12,144
3780,John Wick,2014,Action,7.3,68,43.04,101
3781,Ex Machina,2014,Drama,7.7,78,25.44,108
3782,Nightcrawler,2014,Crime,7.9,76,32.38,117
3783,Lucy,2014,Action,6.4,61,126.66,89
3784,American Sniper,2014,Action,7.3,72,350.13,133
3785,Divergent,2014,Action,6.7,48,150.95,139
3786,Dawn of the Planet of the Apes,2014,Action,7.6,79,208.55,130
3787,The Amazing Spider-Man 2,2014,Action,6.6,53,202.85,142
3788,The Maze Runner,2014,Action,6.8,57,102.43,113
3789,Fury,2014,Action,7.6,64,85.82,134
3790,The Hunger Games: Mockingjay - Part 1,2014,Action,6.7,64,337.14,123
3791,Big Hero 6,2014,Animation,7.8,74,222.53,102
3792,The Theory of Everything,2014,Biography,7.7,72,35.89,123
3793,Godzilla,2014,Action,6.4,62,200.68,123
3794,22 Jump Street,2014,Action,7.0,71,191.72,112
3795,Boyhood,2014,Drama,7.9,100,25.38,165
3796,The Fault in Our Stars,2014,Drama,7.7,69,124.87,126
3797,Maleficent,2014,Action,7.0,56,241.41,97
3798,The Lego Movie,2014,Animation,7.8,83,257.76,100
3799,The Equalizer,2014,Action,7.2,57,101.53,132
3800,The Interview,2014,Comedy,6.5,52,6.11,112
3801,Transformers: Age of Extinction,2014,Action,5.7,32,245.44,165
3802,How to Train Your Dragon 2,2014,Animation,7.8,76,177.0,102
3803,Neighbors,2014,Comedy,6.3,68,150.16,97
3804,300: Rise of an Empire,2014,Action,6.2,48,106.58,102
3805,Non-Stop,2014,Action,7.0,56,92.17,106
3806,Noah,2014,Action,5.8,68,101.2,138
3807,Predestination,2014,Drama,7.5,69,0.07,97
3808,RoboCop,2014,Action,6.2,52,58.61,117
3809,Transcendence,2014,Action,6.3,42,23.02,119
3810,Teenage Mutant Ninja Turtles,2014,Action,5.8,31,191.2,101
3811,It Follows,2014,Horror,6.8,83,14.67,100
3812,Chef,2014,Adventure,7.3,68,30.64,114
3813,The Babadook,2014,Drama,6.8,86,0.92,94
3814,Taken 3,2014,Action,6.0,26,89.26,108
3815,Dracula Untold,2014,Action,6.3,40,56.28,92
3816,The Judge,2014,Crime,7.4,48,47.12,141
3817,A Million Ways to Die in the West,2014,Comedy,6.1,44,43.14,116
3818,The Expendables 3,2014,Action,6.1,35,39.32,126
3819,Need for Speed,2014,Action,6.5,39,43.58,132
3820,Exodus: Gods and Kings,2014,Action,6.0,52,65.01,150
3821,Relatos salvajes,2014,Comedy,8.1,77,3.11,122
3822,Horrible Bosses 2,2014,Comedy,6.3,40,54.45,108
3823,Sin City: A Dame to Kill For,2014,Crime,6.5,46,13.76,102
3824,Hercules,2014,Action,6.0,47,72.69,98
3825,The Drop,2014,Crime,7.1,69,10.72,106
3826,Unbroken,2014,Biography,7.2,59,115.64,137
3827,Foxcatcher,2014,Biography,7.0,81,12.1,134
3828,The Purge: Anarchy,2014,Action,6.5,50,71.96,103
3829,Into the Woods,2014,Adventure,6.0,69,128.0,125
3830,What We Do in the Shadows,2014,Comedy,7.7,76,3.33,86
3831,The Other Woman,2014,Comedy,6.0,39,83.91,109
3832,Let's Be Cops,2014,Comedy,6.4,30,82.39,104
3833,Annabelle,2014,Horror,5.4,37,84.27,99
3834,Dumb and Dumber To,2014,Adventure,5.6,36,86.21,109
3835,The Monuments Men,2014,Comedy,6.1,52,78.03,118
3836,Still Alice,2014,Drama,7.5,72,18.75,101
3837,Jack Ryan: Shadow Recruit,2014,Action,6.2,57,50.58,105
3838,Wild,2014,Adventure,7.1,76,37.88,115
3839,If I Stay,2014,Drama,6.8,46,50.47,107
3840,Blended,2014,Comedy,6.5,31,46.29,117
3841,A Walk Among the Tombstones,2014,Action,6.5,57,26.31,114
3842,The Giver,2014,Drama,6.5,47,45.09,97
3843,I Origins,2014,Drama,7.4,57,0.33,106
3844,The Raid 2,2014,Action,8.0,71,2.63,150
3845,"Love, Rosie",2014,Comedy,7.2,44,0.01,102
3846,Sex Tape,2014,Comedy,5.1,36,38.54,94
3847,Pompeii,2014,Action,5.5,39,23.22,105
3848,Ride Along,2014,Action,6.2,41,134.94,99
3849,Night at the Museum: Secret of the Tomb,2014,Adventure,6.2,47,113.75,98
3850,That Awkward Moment,2014,Comedy,6.2,36,26.05,94
3851,St. Vincent,2014,Comedy,7.3,64,44.13,102
3852,Paddington,2014,Adventure,7.2,77,76.27,95
3853,Inherent Vice,2014,Comedy,6.7,81,8.11,148
3854,The Guest,2014,Action,6.7,76,0.32,100
3855,3 Days to Kill,2014,Action,6.2,40,30.7,117
3856,Selma,2014,Biography,7.5,88,52.08,128
3857,Big Eyes,2014,Biography,7.0,62,14.48,106
3858,"I, Frankenstein",2014,Action,5.1,30,19.08,92
3859,Penguins of Madagascar,2014,Animation,6.7,53,83.35,92
3860,Rio 2,2014,Animation,6.3,49,131.54,101
3861,Frank,2014,Comedy,7.0,75,0.64,95
3862,The Hundred-Foot Journey,2014,Comedy,7.3,55,54.24,122
3863,A Most Wanted Man,2014,Crime,6.8,73,17.24,122
3864,The Water Diviner,2014,Drama,7.1,50,4.19,111
3865,Seventh Son,2014,Action,5.5,30,17.22,102
3866,"As Above, So Below",2014,Adventure,6.2,38,21.2,93
3867,This Is Where I Leave You,2014,Comedy,6.6,44,34.29,103
3868,Before I Go to Sleep,2014,Drama,6.3,41,2.96,92
3869,Deliver Us from Evil,2014,Horror,6.2,40,30.58,118
3870,Unfriended,2014,Drama,5.6,59,32.48,83
3871,Into the Storm,2014,Action,5.8,44,47.6,89
3872,Two Night Stand,2014,Comedy,6.4,45,0.02,86
3873,A Most Violent Year,2014,Crime,7.0,79,5.74,125
3874,The Gambler,2014,Crime,6.0,55,33.63,111
3875,The Best of Me,2014,Drama,6.7,29,26.76,118
3876,The Book of Life,2014,Animation,7.3,67,50.15,95
3877,The November Man,2014,Action,6.3,38,24.98,108
3878,Magic in the Moonlight,2014,Comedy,6.6,54,10.51,97
3879,The Signal,2014,Drama,6.1,54,0.6,97
3880,Mr. Peabody & Sherman,2014,Animation,6.8,59,111.51,92
3881,Sabotage,2014,Action,5.7,41,10.51,109
3882,Calvary,2014,Drama,7.4,77,3.59,102
3883,The Boxtrolls,2014,Animation,6.8,61,50.84,96
3884,The Legend of Hercules,2014,Action,4.2,22,18.85,99
3885,Vampire Academy,2014,Action,5.5,31,7.79,104
3886,Winter's Tale,2014,Drama,6.2,31,0.02,118
3887,Draft Day,2014,Drama,6.8,54,28.83,110
3888,Walk of Shame,2014,Comedy,6.0,25,0.04,95
3889,Citizenfour,2014,Documentary,8.1,88,2.8,114
3890,The Loft,2014,Mystery,6.3,24,5.98,108
3891,Veronica Mars,2014,Crime,6.8,62,3.32,107
3892,'71,2014,Action,7.2,83,1.27,99
3893,Before We Go,2014,Comedy,6.8,31,0.04,95
3894,Tammy,2014,Comedy,4.9,39,84.53,97
3895,Ouija,2014,Horror,4.5,38,50.86,89
3896,Song of the Sea,2014,Animation,8.1,85,0.86,93
3897,Leviathan,2014,Crime,7.6,92,1.09,140
3898,Mommy,2014,Drama,8.1,74,3.49,139
3899,Hector and the Search for Happiness,2014,Adventure,7.0,29,1.12,114
3900,Turist,2014,Comedy,7.3,87,1.36,120
3901,While We're Young,2014,Comedy,6.3,77,7.57,97
3902,"Two Days, One Night",2014,Drama,7.3,89,1.44,95
3903,Kill the Messenger,2014,Biography,7.0,60,2.45,112
3904,Million Dollar Arm,2014,Biography,7.0,56,36.45,124
3905,Tusk,2014,Comedy,5.3,55,1.82,102
3906,The Rover,2014,Action,6.4,64,1.11,103
3907,Laggies,2014,Comedy,6.4,63,0.44,99
3908,God's Not Dead,2014,Drama,4.8,16,60.76,113
3909,Endless Love,2014,Drama,6.3,30,23.39,104
3910,Brick Mansions,2014,Action,5.7,40,20.29,90
3911,Paranormal Activity: The Marked Ones,2014,Horror,5.0,42,32.46,84
3912,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Comedy,6.2,54,66.95,81
3913,The Skeleton Twins,2014,Comedy,6.8,74,5.28,93
3914,Camp X-Ray,2014,Drama,6.9,54,0.01,117
3915,Goodnight Mommy,2014,Horror,6.7,81,1.17,99
3916,Wish I Was Here,2014,Comedy,6.7,43,3.59,106
3917,Maps to the Stars,2014,Comedy,6.2,67,0.35,111
3918,Pawn Sacrifice,2014,Biography,7.0,65,2.44,115
3919,Left Behind,2014,Action,3.1,12,14.0,110
3920,Cake,2014,Drama,6.4,49,1.87,102
3921,The Salvation,2014,Drama,6.7,64,0.01,92
3922,Love & Mercy,2014,Biography,7.4,80,12.55,121
3923,Cold in July,2014,Crime,6.8,73,0.41,109
3924,Black Sea,2014,Adventure,6.4,62,1.17,114
3925,Annie,2014,Comedy,5.3,33,85.91,118
3926,The One I Love,2014,Drama,7.1,66,0.51,91
3927,Jersey Boys,2014,Biography,6.8,54,47.03,134
3928,Step Up All In,2014,Drama,6.0,45,14.9,112
3929,13 Sins,2014,Horror,6.3,44,0.01,93
3930,A Long Way Down,2014,Comedy,6.4,34,0.01,96
3931,Muppets Most Wanted,2014,Adventure,6.4,61,51.18,107
3932,Big Game,2014,Action,5.4,53,0.02,110
3933,"Men, Women & Children",2014,Comedy,6.7,38,0.46,119
3934,The Homesman,2014,Drama,6.6,68,2.43,122
3935,The Two Faces of January,2014,Romance,6.2,66,0.51,96
3936,99 Homes,2014,Drama,7.1,76,1.41,112
3937,White Bird in a Blizzard,2014,Drama,6.4,51,0.03,91
3938,A Brilliant Young Mind,2014,Drama,7.2,65,0.14,111
3939,The Good Lie,2014,Biography,7.4,65,2.72,110
3940,Top Five,2014,Comedy,6.4,81,25.28,102
3941,Clouds of Sils Maria,2014,Drama,6.7,78,1.81,124
3942,The Nut Job,2014,Animation,5.7,37,64.25,85
3943,The Woman in Black 2: Angel of Death,2014,Drama,4.9,42,26.5,98
3944,Omoide no Mânî,2014,Animation,7.7,72,0.77,103
3945,Heaven Is for Real,2014,Biography,5.8,47,91.44,99
3946,Serena,2014,Drama,5.4,36,0.18,109
3947,The Little Death,2014,Comedy,7.1,46,0.02,96
3948,Testament of Youth,2014,Biography,7.3,76,1.82,129
3949,Dear White People,2014,Comedy,6.1,79,4.4,108
3950,Highway,2014,Crime,7.7,40,0.53,133
3951,Honeymoon,2014,Horror,5.7,65,0.01,87
3952,Mr. Turner,2014,Biography,6.8,94,3.96,150
3953,She's Funny That Way,2014,Comedy,6.1,45,0.09,93
3954,Barefoot,2014,Comedy,6.6,22,0.01,90
3955,Obvious Child,2014,Comedy,6.8,76,3.12,84
3956,The Pyramid,2014,Action,4.6,24,2.76,89
3957,About Last Night,2014,Comedy,6.1,62,48.64,100
3958,Good Kill,2014,Drama,6.4,63,0.32,102
3959,Spring,2014,Horror,6.7,70,0.05,109
3960,Cooties,2014,Action,5.7,49,0.06,88
3961,Kraftidioten,2014,Action,7.2,74,0.05,116
3962,Hoje Eu Quero Voltar Sozinho,2014,Drama,7.9,71,0.1,96
3963,Clown,2014,Drama,5.7,42,0.06,100
3964,Escobar: Paradise Lost,2014,Crime,6.5,56,0.11,120
3965,Get on Up,2014,Biography,6.9,71,30.51,139
3966,Trash,2014,Adventure,7.2,50,0.01,114
3967,Think Like a Man Too,2014,Comedy,5.8,38,65.18,106
3968,Kill Me Three Times,2014,Action,5.9,30,0.02,90
3969,A Haunted House 2,2014,Comedy,4.7,17,17.33,86
3970,The Quiet Ones,2014,Horror,5.1,41,8.5,98
3971,Life After Beth,2014,Comedy,5.6,50,0.08,89
3972,A Little Chaos,2014,Drama,6.5,51,0.55,112
3973,Earth to Echo,2014,Adventure,5.8,53,38.92,91
3974,Son of God,2014,Biography,5.8,37,59.7,138
3975,Welcome to Me,2014,Comedy,5.9,69,0.61,87
3976,The Salt of the Earth,2014,Documentary,8.4,83,1.34,110
3977,Cuban Fury,2014,Comedy,6.2,52,0.09,98
3978,Just Before I Go,2014,Comedy,6.4,24,0.01,95
3979,5 to 7,2014,Comedy,7.1,52,0.12,95
3980,Rudderless,2014,Comedy,7.5,52,0.04,105
3981,No Good Deed,2014,Action,5.6,26,52.54,84
3982,Lost River,2014,Drama,5.8,42,0.04,95
3983,Devil's Due,2014,Horror,4.1,34,15.82,89
3984,The Bag Man,2014,Crime,5.2,28,0.05,108
3985,Planes: Fire & Rescue,2014,Animation,6.0,48,59.17,83
3986,Zombeavers,2014,Comedy,4.8,44,0.01,77
3987,Timbuktu,2014,Drama,7.2,92,1.08,97
3988,When the Game Stands Tall,2014,Drama,6.7,41,30.13,115
3989,The Internet's Own Boy: The Story of Aaron Swartz,2014,Documentary,8.1,72,0.05,105
3990,[REC] 4: Apocalypse,2014,Horror,5.4,53,0.0,95
3991,Saving Christmas,2014,Comedy,1.5,18,2.78,79
3992,En duva satt på en gren och funderade på tillvaron,2014,Comedy,7.0,81,0.22,101
3993,Beyond the Lights,2014,Drama,6.9,73,14.62,116
3994,Life Itself,2014,Documentary,7.8,87,0.81,121
3995,Infinitely Polar Bear,2014,Comedy,7.0,64,1.43,90
3996,Fehér isten,2014,Drama,6.9,80,0.28,121
3997,V/H/S Viral,2014,Horror,4.2,38,0.0,81
3998,The Trip to Italy,2014,Comedy,6.6,75,2.87,108
3999,Better Living Through Chemistry,2014,Comedy,6.3,40,0.07,91
4000,Samba,2014,Comedy,6.7,53,0.15,118
4001,Moms' Night Out,2014,Comedy,5.5,25,10.43,98
4002,And So It Goes,2014,Comedy,5.8,38,15.16,94
4003,Love Is Strange,2014,Drama,6.7,82,2.25,94
4004,"Kumiko, the Treasure Hunter",2014,Drama,6.6,68,0.62,105
4005,The Disappearance of Eleanor Rigby: Them,2014,Drama,6.3,57,0.59,123
4006,Black or White,2014,Drama,6.6,45,21.57,121
4007,Fed Up,2014,Documentary,7.7,71,1.54,92
4008,Im Labyrinth des Schweigens,2014,Drama,7.3,62,0.79,124
4009,The Duke of Burgundy,2014,Drama,6.6,87,0.03,104
4010,Yves Saint Laurent,2014,Biography,6.2,51,0.72,106
4011,Rob the Mob,2014,Crime,6.3,63,0.21,104
4012,"20,000 Days on Earth",2014,Documentary,7.5,83,0.28,97
4013,God's Pocket,2014,Crime,6.1,51,0.1,88
4014,The Look of Silence,2014,Documentary,8.3,92,0.11,103
4015,Rosewater,2014,Biography,6.6,67,3.13,103
4016,Plemya,2014,Crime,7.1,78,0.15,126
4017,Kid Cannabis,2014,Biography,6.4,54,0.01,110
4018,Theeb,2014,Adventure,7.2,80,0.28,100
4019,The Last Five Years,2014,Comedy,5.9,60,0.14,94
4020,Yi ge ren de wu lin,2014,Action,6.5,66,0.13,100
4021,Beyond the Reach,2014,Thriller,5.6,34,0.04,91
4022,Song One,2014,Drama,5.8,48,0.03,86
4023,Before I Disappear,2014,Drama,7.2,47,0.01,93
4024,An Honest Liar,2014,Documentary,7.5,76,0.12,90
4025,Star Wars: Episode VII - The Force Awakens,2015,Action,8.0,81,936.66,136
4026,Mad Max: Fury Road,2015,Action,8.1,90,154.06,120
4027,The Martian,2015,Adventure,8.0,80,228.43,144
4028,Avengers: Age of Ultron,2015,Action,7.4,66,459.01,141
4029,The Revenant,2015,Action,8.0,76,183.64,156
4030,Jurassic World,2015,Action,7.0,59,652.27,124
4031,Inside Out,2015,Animation,8.2,94,356.46,95
4032,Ant-Man,2015,Action,7.3,64,180.2,117
4033,The Hateful Eight,2015,Crime,7.8,68,54.12,187
4034,Spotlight,2015,Crime,8.1,93,45.06,129
4035,Spectre,2015,Action,6.8,60,200.07,148
4036,Furious 7,2015,Action,7.2,67,353.01,137
4037,Sicario,2015,Action,7.6,82,46.89,121
4038,Room,2015,Drama,8.2,86,14.68,118
4039,Mission: Impossible - Rogue Nation,2015,Action,7.4,75,195.04,131
4040,The Big Short,2015,Biography,7.8,81,70.26,130
4041,Fifty Shades of Grey,2015,Drama,4.1,46,166.17,125
4042,Bridge of Spies,2015,Drama,7.6,81,72.31,142
4043,The Hunger Games: Mockingjay - Part 2,2015,Action,6.6,65,281.72,137
4044,The Man from U.N.C.L.E.,2015,Action,7.3,56,45.45,116
4045,Terminator Genisys,2015,Action,6.4,38,89.76,126
4046,Creed,2015,Drama,7.6,82,109.77,133
4047,Spy,2015,Action,7.0,75,110.83,119
4048,Chappie,2015,Action,6.8,41,31.57,120
4049,Maze Runner: The Scorch Trials,2015,Action,6.3,43,81.7,131
4050,Southpaw,2015,Drama,7.4,57,52.42,124
4051,Insurgent,2015,Action,6.2,42,130.18,119
4052,Minions,2015,Animation,6.4,56,336.05,91
4053,San Andreas,2015,Action,6.1,43,155.19,114
4054,Focus,2015,Comedy,6.6,56,53.86,105
4055,The Intern,2015,Comedy,7.1,51,75.76,121
4056,Everest,2015,Action,7.1,64,43.48,121
4057,The Lobster,2015,Comedy,7.1,82,8.7,119
4058,Jupiter Ascending,2015,Action,5.3,40,47.39,127
4059,Straight Outta Compton,2015,Biography,7.9,72,161.2,147
4060,Ted 2,2015,Comedy,6.3,48,81.48,115
4061,Tomorrowland,2015,Action,6.4,60,93.44,130
4062,Black Mass,2015,Biography,6.9,68,62.58,123
4063,The VVitch: A New-England Folktale,2015,Horror,6.8,83,25.14,92
4064,The Danish Girl,2015,Biography,7.1,66,12.71,119
4065,Cinderella,2015,Drama,6.9,67,201.15,105
4066,Fantastic Four,2015,Action,4.3,27,56.12,100
4067,Steve Jobs,2015,Biography,7.2,82,17.77,122
4068,The Age of Adaline,2015,Drama,7.2,51,42.48,112
4069,Legend,2015,Biography,7.0,55,1.87,132
4070,Pitch Perfect 2,2015,Comedy,6.4,63,184.3,115
4071,The Gift,2015,Drama,7.1,77,43.77,108
4072,Trainwreck,2015,Comedy,6.2,75,110.21,125
4073,Pixels,2015,Action,5.6,27,78.75,105
4074,Crimson Peak,2015,Drama,6.5,66,31.06,119
4075,Joy,2015,Drama,6.6,56,56.45,124
4076,Brooklyn,2015,Drama,7.5,88,38.32,117
4077,Me and Earl and the Dying Girl,2015,Comedy,7.8,74,6.74,105
4078,Get Hard,2015,Comedy,6.0,34,90.41,100
4079,The Walk,2015,Adventure,7.3,70,10.14,123
4080,In the Heart of the Sea,2015,Action,6.9,47,25.02,122
4081,The Visit,2015,Comedy,6.2,55,65.21,94
4082,Carol,2015,Drama,7.2,95,12.71,118
4083,Daddy's Home,2015,Comedy,6.2,42,150.36,96
4084,Burnt,2015,Comedy,6.6,42,13.65,101
4085,Run All Night,2015,Action,6.6,59,26.44,114
4086,Hotel Transylvania 2,2015,Animation,6.7,44,169.7,89
4087,The Good Dinosaur,2015,Animation,6.7,66,123.09,93
4088,Green Room,2015,Horror,7.0,79,3.22,95
4089,Paper Towns,2015,Comedy,6.3,56,32.0,109
4090,Vacation,2015,Adventure,6.1,34,58.88,99
4091,Home,2015,Animation,6.6,55,177.4,94
4092,The Last Witch Hunter,2015,Action,6.0,34,27.37,106
4093,Insidious: Chapter 3,2015,Horror,6.1,52,52.22,97
4094,Self/less,2015,Action,6.5,34,12.28,117
4095,Hitman: Agent 47,2015,Action,5.7,28,22.47,96
4096,Hardcore Henry,2015,Action,6.7,51,9.25,96
4097,Concussion,2015,Biography,7.1,55,34.53,123
4098,Demolition,2015,Comedy,7.0,49,1.98,101
4099,American Ultra,2015,Action,6.1,50,14.43,96
4100,Dope,2015,Comedy,7.2,72,17.47,103
4101,Eddie the Eagle,2015,Biography,7.4,54,15.79,106
4102,The Duff,2015,Comedy,6.5,56,34.02,101
4103,Goosebumps,2015,Adventure,6.3,60,80.08,103
4104,Eye in the Sky,2015,Drama,7.3,73,18.7,102
4105,Entourage,2015,Comedy,6.6,38,32.36,104
4106,Project Almanac,2015,Drama,6.4,47,22.33,106
4107,The Longest Ride,2015,Drama,7.1,33,37.43,123
4108,No Escape,2015,Action,6.8,38,27.29,103
4109,Trumbo,2015,Biography,7.5,60,7.86,124
4110,The Invitation,2015,Drama,6.7,74,0.23,100
4111,Knock Knock,2015,Drama,4.9,53,0.04,99
4112,The Wedding Ringer,2015,Comedy,6.7,35,64.46,101
4113,Youth,2015,Comedy,7.3,64,2.7,124
4114,Beasts of No Nation,2015,Drama,7.8,79,0.08,137
4115,Mortdecai,2015,Action,5.5,27,7.61,107
4116,Child 44,2015,Crime,6.5,41,1.21,137
4117,Sisters,2015,Comedy,6.0,58,87.04,118
4118,The Night Before,2015,Adventure,6.4,58,43.04,101
4119,Mr. Holmes,2015,Drama,6.9,67,17.74,104
4120,Anomalisa,2015,Animation,7.3,88,3.76,90
4121,Pan,2015,Adventure,5.8,36,35.09,111
4122,Krampus,2015,Comedy,6.2,49,42.59,98
4123,Aloha,2015,Comedy,5.4,40,20.99,105
4124,Point Break,2015,Action,5.3,34,28.78,114
4125,Poltergeist,2015,Horror,4.9,47,47.43,93
4126,True Story,2015,Crime,6.3,50,4.72,99
4127,Irrational Man,2015,Comedy,6.6,53,4.03,95
4128,Le Petit Prince,2015,Animation,7.7,70,1.34,108
4129,Macbeth,2015,Drama,6.6,71,1.11,113
4130,Magic Mike XXL,2015,Comedy,5.6,60,66.01,115
4131,Blackhat,2015,Action,5.4,51,7.1,133
4132,Woman in Gold,2015,Biography,7.3,51,33.31,109
4133,Victor Frankenstein,2015,Drama,6.0,36,5.78,110
4134,The Dressmaker,2015,Comedy,7.1,47,2.02,119
4135,Hot Pursuit,2015,Action,5.1,31,34.51,87
4136,Amy,2015,Documentary,7.8,85,8.41,128
4137,The SpongeBob Movie: Sponge Out of Water,2015,Animation,6.0,62,162.99,92
4138,The Man Who Knew Infinity,2015,Biography,7.2,56,3.87,108
4139,Sinister 2,2015,Horror,5.3,32,27.74,97
4140,Mr. Right,2015,Action,6.3,52,0.03,95
4141,Far from the Madding Crowd,2015,Drama,7.1,71,12.23,119
4142,Scouts Guide to the Zombie Apocalypse,2015,Action,6.3,32,3.64,93
4143,The Peanuts Movie,2015,Animation,7.1,67,130.18,88
4144,Saul fia,2015,Drama,7.5,90,1.78,107
4145,Maggie,2015,Drama,5.6,52,0.19,95
4146,A Man Called Ove,2015,Comedy,7.7,70,3.36,116
4147,Yip Man 3,2015,Action,7.1,57,2.68,105
4148,Slow West,2015,Adventure,6.9,72,0.23,84
4149,The Lazarus Effect,2015,Horror,5.2,31,25.8,83
4150,Secret in Their Eyes,2015,Crime,6.3,45,20.18,111
4151,The Transporter Refueled,2015,Action,5.2,32,16.03,96
4152,The Gunman,2015,Action,5.8,39,10.64,115
4153,Sleeping with Other People,2015,Comedy,6.5,64,0.81,101
4154,The Boy Next Door,2015,Drama,4.7,30,35.39,91
4155,Hot Tub Time Machine 2,2015,Comedy,5.1,29,12.28,93
4156,Suffragette,2015,Biography,6.9,67,4.69,106
4157,High-Rise,2015,Drama,5.6,65,0.34,119
4158,Regression,2015,Crime,5.7,32,0.05,106
4159,Shaun the Sheep Movie,2015,Animation,7.4,81,19.38,85
4160,The Stanford Prison Experiment,2015,Biography,6.9,67,0.64,122
4161,The 33,2015,Biography,6.9,55,12.19,127
4162,We Are Your Friends,2015,Drama,6.2,46,3.59,96
4163,"McFarland, USA",2015,Biography,7.4,60,44.47,129
4164,Paul Blart: Mall Cop 2,2015,Action,4.4,13,71.04,94
4165,Mustang,2015,Drama,7.6,83,0.85,97
4166,The Second Best Exotic Marigold Hotel,2015,Comedy,6.6,51,33.08,122
4167,Unfinished Business,2015,Comedy,5.4,32,10.21,91
4168,45 Years,2015,Drama,7.1,94,4.25,91
4169,Under sandet,2015,Drama,7.8,75,0.44,100
4170,Bølgen,2015,Action,6.7,68,0.18,105
4171,Danny Collins,2015,Biography,7.0,58,5.35,106
4172,Cop Car,2015,Crime,6.3,66,0.13,88
4173,The Diary of a Teenage Girl,2015,Comedy,6.9,87,1.48,102
4174,The End of the Tour,2015,Biography,7.3,82,2.99,106
4175,Le tout nouveau testament,2015,Comedy,7.1,70,0.09,114
4176,Z for Zachariah,2015,Drama,6.0,68,0.12,98
4177,Max,2015,Adventure,6.8,47,42.65,111
4178,Tale of Tales,2015,Drama,6.4,72,0.08,134
4179,Turbo Kid,2015,Action,6.7,60,0.05,93
4180,Equals,2015,Drama,6.1,43,0.03,101
4181,A Bigger Splash,2015,Drama,6.4,74,1.98,125
4182,Tangerine,2015,Comedy,7.1,85,0.7,88
4183,The Lady in the Van,2015,Biography,6.7,70,10.02,104
4184,Mistress America,2015,Comedy,6.7,75,2.46,84
4185,Paranormal Activity: The Ghost Dimension,2015,Horror,4.6,30,18.3,88
4186,Knight of Cups,2015,Drama,5.7,53,0.56,118
4187,A Walk in the Woods,2015,Adventure,6.3,51,29.47,104
4188,Where to Invade Next,2015,Documentary,7.5,64,3.82,120
4189,Little Boy,2015,Drama,7.4,30,6.42,106
4190,Ricki and the Flash,2015,Comedy,5.9,54,26.82,101
4191,Our Brand Is Crisis,2015,Comedy,6.1,53,7.0,107
4192,Jane Got a Gun,2015,Action,5.9,49,1.51,98
4193,Remember,2015,Drama,7.4,52,0.64,94
4194,Love the Coopers,2015,Comedy,5.8,31,26.28,107
4195,The Gallows,2015,Horror,4.2,30,22.76,81
4196,"Hello, My Name Is Doris",2015,Comedy,6.6,63,14.44,90
4197,Embrace of the Serpent,2015,Adventure,7.9,82,1.33,125
4198,Truth,2015,Biography,6.8,66,2.54,125
4199,Mississippi Grind,2015,Comedy,6.4,77,0.13,108
4200,Bilal: A New Breed of Hero,2015,Animation,8.0,52,0.49,105
4201,Cartel Land,2015,Documentary,7.4,76,0.7,100
4202,Dragon Blade,2015,Action,6.0,41,0.07,127
4203,Bakemono no ko,2015,Animation,7.7,65,0.45,119
4204,By the Sea,2015,Drama,5.3,44,0.53,122
4205,Experimenter,2015,Biography,6.6,81,0.16,98
4206,Into the Forest,2015,Drama,5.9,59,0.01,101
4207,Miss You Already,2015,Comedy,6.8,59,1.16,112
4208,The Overnight,2015,Comedy,6.1,65,1.1,79
4209,The Vatican Tapes,2015,Horror,5.0,38,1.71,91
4210,Alvin and the Chipmunks: The Road Chip,2015,Animation,5.1,33,85.89,92
4211,Maggie's Plan,2015,Comedy,6.2,76,3.35,98
4212,Southbound,2015,Fantasy,5.9,58,0.01,89
4213,The Assassin,2015,Action,6.3,80,0.61,105
4214,The Hallow,2015,Horror,5.7,65,0.01,97
4215,Grandma,2015,Comedy,6.7,77,6.98,79
4216,Ashby,2015,Comedy,6.4,46,0.0,100
